 Great Wall C30 Vortels ,12.950, 2018 | 37000 km,Guayas
 Jac Jac S2 Sport Tm S2 ,15.500, 2018 | 35000 km,Pichincha ( Quito )
 Kia Rio Kia Rio 2018 ,16.500, 2018 | 42100 km,Guayas
 Great Wall H6 1.5 Turbo Ac Manual ,21.500, 2018 | 36000 km,Pichincha ( Quito )
 Hyundai I10 Hatchback ,12.500, 2018 | 25000 km,Pichincha ( Quito )
 Hyundai Tucson Tl Ac 2.0 5p 4x2 Tm ,27.850, 2018 | 35657 km,Azuay
 Chevrolet Spark Full ,12.500, 2018 | 38000 km,Azuay
 Nissan X-trail Classic ,15.700, 2013 | 150000 km,Pichincha ( Quito )
 Hyundai Tucson Ix ,20.600, 2013 | 124000 km,Chimborazo
 Suzuki Forsa Nissan March ,10.600, 2013 | 160000 km,Pichincha ( Quito )
 Ford Edge Ford Edge 2013 Automatico ,28.000, 2013 | 66000 km,Pichincha ( Quito )
 Chevrolet N300 8 Pasajeros Sin A/c ,10.800, 2013 | 120000 km,Pichincha ( Quito )
 Nissan Tiida Entry 1.6 Full ,12.700, 2013 | 135000 km,Cotopaxi
 Toyota Fortuner Automática ,27.900, 2013 | 124000 km,Pichincha ( Quito )
 Toyota Fortuner Fortuner 2.7 ,30.200, 2013 | 127000 km,Pichincha ( Quito )
 Toyota Prius Prius C Sport ,14.000, 2013 | 92600 km,Guayas
 Chevrolet Optra Advance Full ,13.400, 2013 | 88000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara Jeep ,15.500, 2013 | 103000 km,Pichincha ( Quito )
 Hyundai H1 Tq ,22.500, 2013 | 427 km,Pichincha ( Quito )
 Toyota Prius Prius C Sport ,12.999, 2013 | 140000 km,Pichincha ( Quito )
 Nissan Tiida Tiida Entry Tm ,12.500, 2013 | 105000 km,Guayas
 Nissan Nissan Versa ,13.800, 2013 | 40300 km,Pichincha ( Quito )
 Kia Picanto R ,8.900, 2013 | 122000 km,Pichincha ( Quito )
 Hyundai Veloster Coupe ,20.000, 2013 | 100000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara 3p ,12.500, 2013 | 112000 km,Pichincha ( Quito )
 Renault Sandero Dinamyc ,8.500, 2013 | 99000 km,Carchi
 Kia Picanto Picanto R Tm 0.99 5p 4x2 ,9.700, 2013 | 102000 km,Pichincha ( Quito )
 Chevrolet Aveo Family 2013 Standar ,9.000, 2013 | 95000 km,Tungurahua
 Kia Picanto R2013 ,9.500, 2013 | 116000 km,Pichincha ( Quito )
 Hyundai I10 Modelo 2013 ,8.800, 2013 | 115000 km,Pichincha ( Quito )
 Hyundai I10 Motor 1.2 ,8.400, 2013 | 115000 km,Tungurahua
" Chevrolet Sail 2013, Sedan ",11.500, 2013 | 112000 km,Pichincha ( Quito )
 Great Wall Wingle Mecanica ,13.500, 2013 | 105000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara Gran Vitara 5 Puerta ,13.500, 2013 | 84000 km,Pichincha ( Quito )
 Kia Sportage Active Lx ,15.800, 2013 | 90000 km,Tungurahua
 Toyota Hilux 2013 ,21.500, 2013 | 147000 km,Pichincha ( Quito )
 Chevrolet Grand Vitara Version Full ,14.500, 2013 | 154000 km,Pichincha ( Quito )
 Volkswagen Amarok 4x4diesel 2013 ,23.500, 2013 | 114800 km,Pichincha ( Quito )
 Chevrolet Aveo Aveo Family 2013 ,9.000, 2013 | 149000 km,Los Ríos
 Kia Pregio Pregio Turbo Disel ,25.999, 2013 | 174000 km,Imbabura
 Hyundai I30 Deportiva ,16.000, 2013 | 77000 km,Pichincha ( Quito )
 Toyota Fortuner Fortuner 4x4 Full ,29.900, 2013 | 104000 km,Pichincha ( Quito )
 Kia Picanto Picanto R ,9.900, 2013 | 138000 km,Pichincha ( Quito )
 Chery Tiggo 2.0 ,10.200, 2013 | 122000 km,Pichincha ( Quito )
 Hyundai Santa Fe Hiunday ,12.300, 2013 | 45600 km,Pichincha ( Quito )
 Fiat Siena Grand Siena ,11.500, 2013 | 69000 km,Pichincha ( Quito )
 Nissan Frontier Frontier ,16.500, 2013 | 80000 km,Pichincha ( Quito )
 Nissan X-trail Full ,15.000, 2013 | 101000 km,Imbabura
 Kia Rio Stylus ,7.997, 2013 | 23000 km,Guayas
 Chevrolet Sail Tm 1.4 4p 4x2 Ac ,10.000, 2013 | 69642 km,Pichincha ( Quito )
 Hyundai I10 1.1 Cc ,8.900, 2013 | 165000 km,Pichincha ( Quito )
 Ford Fiesta Trend Turbo 1.0 ,14.500, 2013 | 81000 km,Pichincha ( Quito )
 Kia Sportage Sportage Active ,14.000, 2013 | 229300 km,Esmeraldas
 Ford Edge 2013 ,28.500, 2013 | 152000 km,Pichincha ( Quito )
 Volkswagen Gol Gol 1.6 ,12.500, 2013 | 135000 km,Pichincha ( Quito )
 Citroën Zx Volcane ,5.500, 1995 | 312000 km,Pichincha ( Quito )
 Toyota Land Cruiser Land Cruiser 4x4 ,9.000, 2020 | 1 km,Guayas
 Mitsubishi Pajero Mexico ,850, 2020 | 0 km,Pichincha ( Quito )
 Chevrolet Sail Sail 2020 ,16.800, 2020 | 900 km,Guayas
 Mazda Mazda 5 Cx 5 Core ,35.000, 2020 | 4600 km,Pichincha ( Quito )
 Jac S2 S3 S5 J4 Full ,17.990, 2020 | 0 km,Guayas
 Chevrolet Captiva 2020 Full Equipo ,28.000, 2020 | 7000 km,Santo Domingo De Los Tsáchilas
 Hyundai Accent Todos ,16, 2020 | 1 km,Los Ríos
 Soueast Dx 3 Confort ,18.500, 2020 | 13000 km,Pichincha ( Quito )
 Chery Practivan Full Ac 1.2 5p 4x2 Tm ,14.500, 2020 | 3900 km,Guayas
 Kia Sportage Gt ,33.000, 2020 | 11000 km,Pichincha ( Quito )
 Jmc Landwind X2 Full Equipo ,17.990, 2020 | 0 km,Guayas
 Peugeot Peugeot 301 Sedan ,18.000, 2020 | 6000 km,Azuay
 Chevrolet Captiva Sport 4x2 ,28.000, 2020 | 8000 km,Imbabura
 Chevrolet Sail 1.5 ,400, 2020 | 1 km,Guayas
 Amarok Volkswagen Amarok 2020 ,150, 2020 | 1 km,Pichincha ( Quito )
 Chevrolet Sail Sail Sedan 1.5 ,17.500, 2020 | 1 km,Guayas
 Renault Sandero Intenss ,15.100, 2020 | 1700 km,Pichincha ( Quito )
 Chevrolet Spark Spark Gt ,13.399, 2020 | 1 km,Guayas
 Chery Arrizo 3 2020 Full ,13.500, 2020 | 13200 km,Pichincha ( Quito )
 Chevrolet Captiva Sport 1500 Turbo ,31.000, 2020 | 8000 km,Tungurahua
 Firestone Firehawk 900 Rin 14 ,310, 2020 | 1 km,Pichincha ( Quito )
 Chery Tiggo 2 Luxury ,16.000, 2020 | 6500 km,Manabí
 Kia Rio Lx Ac ,18.800, 2020 | 7500 km,Pichincha ( Quito )
" Chevrolet Sail Sail, Kia, Spark ",30, 2020 | 50000 km,Pichincha ( Quito )
 Kia Sportage Sportage X-line ,29.500, 2020 | 4900 km,Pichincha ( Quito )
 Dodge 15000 Standar ,15.000, 2020 | 15000 km,Pichincha ( Quito )
 Chery Arizo 3 ,45, 2020 | 0 km,Guayas
 Todos Todos Todos ,260, 2020 | 0 km,Guayas
 Toyota Yaris 1.5 Full ,13.200, 2009 | 70000 km,Pichincha ( Quito )
 Toyota Yaris Sport ,19.500, 2019 | 42118 km,Guayas
 Toyota Yaris Nitro Yaris Standar ,7.900, 2006 | 150000 km,Pichincha ( Quito )
 Toyota Yaris Nitro ,9.000, 2006 | 180000 km,Cotopaxi
 Toyota Yaris Toyota Yaris ,7.500, 2004 | 273372 km,Tungurahua
 Toyota Yaris 2001 ,5.700, 2001 | 287000 km,Manabí
 Toyota Yaris 1.5 Sedan ,10.800, 2004 | 155000 km,Pichincha ( Quito )
 Toyota Yaris 2010 ,11.400, 2010 | 175000 km,Guayas
 Toyota Yaris New Yaris Sd Cvt Ac 1.5 4p 4x2 Ta ,18.500, 2018 | 54 km,Cotopaxi
 Toyota Yaris Yaris Sedan ,20.000, 2018 | 1 km,Pichincha ( Quito )
 Toyota Yaris 1.300 Cc ,8.300, 2004 | 183000 km,Pichincha ( Quito )
 Toyota Yaris Sedan ,8.000, 2009 | 350000 km,Manabí
 Toyota Yaris Sedan ,12.500, 2009 | 100000 km,Manabí
 Toyota Yaris Manual ,8.000, 2003 | 305772 km,Pichincha ( Quito )
 Toyota Yaris Yaris ,10.000, 2009 | 180000 km,Guayas
 Toyota Yaris Semi-full ,7.500, 2000 | 300 km,Azuay
 Toyota Yaris 2006 ,10.500, 2006 | 260000 km,Pichincha ( Quito )
 Toyota Yaris Full ,7.500, 2011 | 54000 km,Pichincha ( Quito )
 Toyota Yaris Toyota Yaris Sedan ,8.300, 2005 | 268000 km,Guayas
 Toyota Yaris Yaris Hatchback ,19.500, 2019 | 36000 km,Guayas
 Toyota Yaris Sedan ,10.000, 2008 | 222000 km,Pichincha ( Quito )
 Toyota Yaris Tucson ,11.500, 2007 | 190000 km,Guayas
 Toyota Yaris 2005 ,6.200, 2005 | 1 km,Tungurahua
 Ford Windstar Xl ,8.500, 1995 | 11111 km,Santo Domingo De Los Tsáchilas
 Bmw X5 X5 3.0i ,27.300, 2006 | 183000 km,Pichincha ( Quito )
 Bmw X5 X5 E53 4.4 ,22.000, 2002 | 188000 km,Pichincha ( Quito )
 Jeep Wrangler Jeep 4x4 Cj 7 ,11.200, 1998 | 102500 km,Azuay
 Jeep Wrangler Cj ,10.500, 1988 | 1 km,Guayas
 Chevrolet Vivant Minivan ,7.700, 2006 | 230000 km,Pichincha ( Quito )
 Chevrolet Vivant Auto ,6.500, 2006 | 350000 km,Guayas
 Nissan X-trail Classic ,15.700, 2013 | 150000 km,Pichincha ( Quito )
 Nissan X-trail Jeep 4x4 Japones ,15.800, 2011 | 165000 km,Carchi
 Nissan X-trail X Trail Classic ,13.900, 2012 | 159000 km,Guayas
 Nissan X-trail X-trail Classic T30 Automático ,13.499, 2008 | 162000 km,Manabí
 Nissan X-trail Classic ,12.000, 2010 | 169000 km,Pichincha ( Quito )
 Nissan X-trail Full ,14.200, 2010 | 188000 km,Pichincha ( Quito )
 Nissan X-trail Sence Cvt Ac 2.5 5p 4x2 ,25.000, 2016 | 1 km,Pichincha ( Quito )
 Nissan X-trail Nissan X-trail Sense ,35.500, 2018 | 20000 km,Pichincha ( Quito )
 Nissan X-trail Classic Full 4x4 ,16.250, 2012 | 86581 km,Pichincha ( Quito )
 Nissan X-trail Full ,15.000, 2013 | 101000 km,Imbabura
 Nissan X-trail 4x4 2.5 ,14.000, 2011 | 199000 km,Pichincha ( Quito )
 Nissan X-trail Confort ,34.799, 2019 | 10000 km,Pichincha ( Quito )
 Nissan X-trail Xtrail Clásico ,14.500, 2009 | 228 km,Pichincha ( Quito )
 Nissan X-trail Classic ,16.000, 2012 | 260000 km,Pichincha ( Quito )
 Nissan X-trail 4x2 ,10.300, 2002 | 158260 km,Pichincha ( Quito )
 Nissan X-trail Nissan Xtrail 2002 ,10.000, 2002 | 246723 km,Guayas
 Nissan X-trail Xtrain 2013 ,14.500, 2013 | 145000 km,Guayas
 Nissan X-trail 4x4 ,12.800, 2006 | 190000 km,Imbabura
 Nissan X-trail Xtrail Xtreme ,15.000, 2009 | 170000 km,Guayas
 Nissan X-trail Advance 2.5 ,27.300, 2015 | 41000 km,Pichincha ( Quito )
 Nissan X-trail Xtrail Clásico 4x4 ,18.300, 2014 | 100000 km,Pichincha ( Quito )
 Nissan X-trail Xtrail Automático ,32.000, 2016 | 1200 km,El Oro
 Nissan X-trail Clasic ,13.900, 2011 | 250000 km,Pichincha ( Quito )
 Nissan X-trail 2.2 Tdi 4×4 ,11.800, 2007 | 258000 km,Pichincha ( Quito )
 Nissan X-trail Xtreme ,19.900, 2012 | 108000 km,Pichincha ( Quito )
 Nissan X-trail Xtrail Sense 3 Row ,36.900, 2019 | 28000 km,Pichincha ( Quito )
 Nissan X-trail Classic 4x4 ,14.000, 2010 | 189000 km,Guayas
 Nissan X-trail Nissan Xtrail 2017. ,37.600, 2017 | 12000 km,Pichincha ( Quito )
 Nissan X-trail Classic ,12.800, 2009 | 240000 km,Pichincha ( Quito )
 Nissan X-trail Classic ,10.200, 2007 | 245000 km,Pichincha ( Quito )
 Hyundai Vera Cruz Veracuz ,18.300, 2008 | 200000 km,Guayas
 Chevier Mini Luyan Electric Deportivo ,7.900, 2019 | 0 km,Pichincha ( Quito )
 Toyota Yaris Sport ,19.500, 2019 | 42118 km,Guayas
 Chery Tiggo 2 Luxury ,16.999, 2019 | 0 km,Pichincha ( Quito )
 Chery Tiggo 3 Comfort ,16.999, 2019 | 0 km,Pichincha ( Quito )
 Nissan Quashquai Automatica ,29.900, 2019 | 26500 km,Pichincha ( Quito )
 Kia Picanto Full 2019 ,15.000, 2019 | 37000 km,Manabí
 Chevrolet Spark Std ,10.800, 2019 | 15000 km,Pichincha ( Quito )
 Chevier Mini Luyan 4kw Eletrico ,7.900, 2019 | 0 km,Pichincha ( Quito )
 Kia Picanto 1.0 4 Puertas A/c ,12.500, 2019 | 5000 km,Pichincha ( Quito )
 Hyundai I10 Sedán I10 ,13.800, 2019 | 13500 km,Pichincha ( Quito )
 Haval H1 (m4) Full ,15.800, 2019 | 20000 km,Tungurahua
 Chevrolet Spark Spark Gt ,13.000, 2019 | 13062 km,Pichincha ( Quito )
 Jac T6 Luxury ,20.500, 2019 | 24000 km,Pichincha ( Quito )
 Jac T6-2000 Luxury ,17.500, 2019 | 46000 km,Guayas
 Chevrolet Aveo Family ,13.000, 2019 | 25200 km,Pichincha ( Quito )
 Chevrolet Sail Sail A/c ,15.400, 2019 | 22000 km,Pichincha ( Quito )
 Kia Rio Sedan ,17.500, 2019 | 20000 km,Guayas
 Chery Luxury Luxury ,15.800, 2019 | 10000 km,Imbabura
 Kia Sportage Sportage Sl Ac 2.0 ,25.000, 2019 | 19000 km,Pichincha ( Quito )
 Chery Tiggo 2 2019 ,15.500, 2019 | 25000 km,Pichincha ( Quito )
 Chevrolet Spark Life 2019 ,10.100, 2019 | 18000 km,Pichincha ( Quito )
 Chevrolet Spark Spark Life ,9.400, 2019 | 20 km,Guayas
 Chevrolet Spark Ltz ,13.600, 2019 | 26000 km,Pichincha ( Quito )
 Kia Picanto Full Equipado ,16.000, 2019 | 30000 km,Pichincha ( Quito )
 Mazda Cx-3 Moderna ,24.900, 2019 | 19000 km,Carchi
 Kia Rio Kia Rio R 2019 ,17.500, 2019 | 23000 km,Santo Domingo De Los Tsáchilas
 Chery Tiggo 2 Comfort ,14.600, 2019 | 11000 km,Pichincha ( Quito )
 Nissan X-trail Confort ,34.799, 2019 | 10000 km,Pichincha ( Quito )
 Mazda Cx-3 Gran Touring ,28, 2019 | 35000 km,Pichincha ( Quito )
 Ford Ranger Ranger ,35.000, 2019 | 10000 km,Pichincha ( Quito )
 Kia Picanto 1000 Full ,13.200, 2019 | 20000 km,Pichincha ( Quito )
 Kia Rio Gt Line ,19.700, 2019 | 13000 km,Loja
 Chevrolet D-max Dmax ,41.500, 2019 | 8000 km,Manabí
 Kia Rio Gt Limited ,19.400, 2019 | 33000 km,Pichincha ( Quito )
 Chevrolet Sail A/c ,16.900, 2019 | 18000 km,Pichincha ( Quito )
 Mazda Cx-9 2.5 Tc Grand Touring 4x4 Skyactiv 2019 ,69.990, 2019 | 16000 km,Pichincha ( Quito )
 Kia Sportage Sportage Gti ,28.900, 2019 | 20800 km,Pichincha ( Quito )
 Chevrolet Sail Sail 2019 Barato ,15.500, 2019 | 8700 km,Pichincha ( Quito )
 Chevrolet Aveo Mecánica ,13.800, 2019 | 19000 km,Azuay
 Chevrolet Spark Lt ,12.100, 2019 | 34076 km,Pichincha ( Quito )
 Kia Rio Lx Ac 1.4 5p 4x2 Tm ,17.900, 2019 | 30000 km,Pichincha ( Quito )
 Volkswagen Escarabajo Escarabajo 1974 ,4.200, 2019 | 0 km,Tungurahua
 Chery Tiggo 2 Luxury ,15.300, 2019 | 35000 km,Pichincha ( Quito )
 Chevrolet Spark Gt Premier ,14.000, 2019 | 12319 km,Pichincha ( Quito )
 Peugeot 2008 Jeep ,25.800, 2019 | 20000 km,Guayas
 Foton Aumark 2.5 Ton ,22.000, 2019 | 4000 km,Pichincha ( Quito )
 Zotye T600 Ac 1.5 5p 4x2 Tipo Jeep ,22.000, 2019 | 15909 km,Pichincha ( Quito )
 Kia Rio Kia Rio Lx Ac 2019 ,17.400, 2019 | 5600 km,Pichincha ( Quito )
 Wolswagen Vento Vento A/c Al Dia ,3.800, 1997 | 21849 km,Guayas
 Volkswagen Vento Vento ,6.200, 1999 | 250000 km,Pichincha ( Quito )
 Volkswagen Vento Vento 1.8 ,4.500, 1998 | 230000 km,Pichincha ( Quito )
 Volkswagen Vento Vento ,5.500, 1996 | 0 km,Guayas
 Volkswagen Vento Vento ,7.800, 1996 | 314000 km,Tungurahua
 Nissan Urvan Nissan Urvan ,9.500, 2002 | 586000 km,Guayas
 Nissan Urvan Urvan ,18.000, 2008 | 600000 km,Pichincha ( Quito )
 Nissan Urvan 3.0 ,14.000, 2009 | 428000 km,Pichincha ( Quito )
 Hyundai Veloster Coupe ,20.000, 2013 | 100000 km,Pichincha ( Quito )
 Hyundai Veloster Hyundai Veloster ,300, 2013 | 100000 km,Pichincha ( Quito )
 Hyundai Veloster 1.6 ,16.500, 2012 | 51000 km,Pichincha ( Quito )
 Hyundai Veloster 1.6 ,20.000, 2013 | 130000 km,Pichincha ( Quito )
 Hyundai Veloster 2012 ,20.500, 2012 | 64000 km,Morona Santiago
 Fiat Uno Fire 1.3 ,5.600, 2005 | 188000 km,Pichincha ( Quito )
 Fiat Uno Fire Fire ,6.200, 2006 | 225000 km,Pichincha ( Quito )
 Fiat Uno Fire Fire ,6.850, 2006 | 184000 km,Pichincha ( Quito )
 Fiat Uno Fire 1.3 Fire ,6.200, 2007 | 170000 km,Pichincha ( Quito )
 Chevrolet Vitara 2010 ,12.500, 2010 | 106000 km,Santo Domingo De Los Tsáchilas
 Chevrolet Vitara Full ,15.200, 2011 | 118000 km,Pichincha ( Quito )
 Chevrolet Vitara Versión 4*4 3p ,6.850, 1994 | 55000 km,Pichincha ( Quito )
 Chevrolet Vitara Vitara 3p Clasico ,6.500, 1994 | 75158 km,Cañar
 Chevrolet Vitara Vitara Clásico 96 ,7.000, 1996 | 34000 km,Tungurahua
 Chevrolet Vitara 2009 ,10.000, 2009 | 186000 km,Guayas
 Chevrolet Vitara Clasico 3p ,4.800, 1990 | 1234 km,Chimborazo
 Chevrolet Vitara Manual ,7.000, 1996 | 0 km,Azuay
 Chevrolet Vitara Grand Vitara ,5.750, 1994 | 98000 km,Pichincha ( Quito )
 Chevrolet Vitara Chevrolet Xl7 ,12.500, 2006 | 194000 km,Pichincha ( Quito )
 Chevrolet Vitara Vitara 3 Puertas ,7.800, 1996 | 130000 km,Orellana
 Chevrolet Vitara Sz ,14.000, 2011 | 200000 km,Imbabura
 Chevrolet Vitara Chevroletvitara 2011 ,11.500, 2011 | 169 km,Santo Domingo De Los Tsáchilas
 Chevrolet Vitara Vitara Clasico ,10.700, 2009 | 12 km,Cañar
 Chevrolet Vitara Chevrolet Vitara Vitara Clásico 5p ,8.500, 1996 | 65000 km,Santo Domingo De Los Tsáchilas
 Chevrolet Vitara Vitara 5p 4x4 ,10.990, 1999 | 145000 km,Pichincha ( Quito )
 Chevrolet Vitara Sz 2.4 ,16.600, 2014 | 90000 km,Pichincha ( Quito )
 Chevrolet Vitara Vitara 5 Puertas ,8.200, 1996 | 119600 km,Pichincha ( Quito )
 Chevrolet Vitara Mecánico ,13.000, 2012 | 154000 km,Pichincha ( Quito )
 Chevrolet Vitara Grandvitara Sz 4x2 ,14.700, 2013 | 149000 km,Pichincha ( Quito )
 Chevrolet Vitara Chevrolet Vitara ,13.000, 2013 | 162000 km,Pichincha ( Quito )
 Chevrolet Vitara Vitara ,10.500, 2008 | 185000 km,Azuay
 Chevrolet Vitara Vitara 3 Puertas ,8.300, 2002 | 254 km,Pichincha ( Quito )
 Chevrolet Vitara Modelo 2010 ,13.500, 2010 | 150000 km,Pichincha ( Quito )
 Chevrolet Vitara Gran Vitara 5 Puerta ,12.500, 2013 | 121 km,El Oro
 Chevrolet Vitara 3 Puertas Full ,10.500, 2006 | 197000 km,Loja
 Chevrolet Vitara Clasico 4x4 5 Puerta ,9.400, 1996 | 200000 km,Pichincha ( Quito )
 Chevrolet Vitara Clasico 3p 4x4 ,10.500, 2008 | 176499 km,Chimborazo
 Chevrolet Vitara Vitara Sz ,11.800, 2011 | 220000 km,Pichincha ( Quito )
 Chevrolet Vitara Vitara Clasico 1.6 ,11.500, 2007 | 189668 km,Pichincha ( Quito )
 Chevrolet Vitara Vitara ,15.000, 2008 | 151000 km,Cañar
 Chevrolet Vitara Clásico 3 Puertas ,10.000, 2007 | 150000 km,Guayas
 Chevrolet Vitara Grand Vitara Sz Next 2.0 Full ,21.400, 2018 | 16000 km,Pichincha ( Quito )
 Suzuki Vitara Jeep ,13.500, 2010 | 140000 km,Guayas
 Chevrolet Vitara Vitara ,14.000, 2012 | 130000 km,Azuay
 Chevrolet Vitara Vitara 98 Tres Prts ,7.000, 1998 | 111111 km,Azuay
 Chevrolet Vitara 2009 ,10.800, 2009 | 165000 km,Pichincha ( Quito )
 Chevrolet Vitara Vitara 3 Puertas 4x4 ,7.200, 1999 | 275598 km,Santo Domingo De Los Tsáchilas
 Suzuki Vitara Suzuki Sz 2009 ,12.500, 2009 | 190 km,Pichincha ( Quito )
 Chevrolet Vitara 1.6 L ,11.400, 2012 | 126500 km,Pichincha ( Quito )
 Chevrolet Vitara Classic 1994 ,6.500, 1994 | 130000 km,Guayas
 Chevrolet Vitara Clasico ,9.800, 2008 | 200000 km,Santo Domingo De Los Tsáchilas
 Chevrolet Vitara Next Sport Full ,17.000, 2015 | 92000 km,Pichincha ( Quito )
 Chevrolet Vitara Vitara 3p - 4x4 ,10.800, 2008 | 169000 km,Pichincha ( Quito )
 Chevrolet Vitara 2010 Con 131000 ,15.500, 2010 | 131000 km,Cotopaxi
 Chevrolet Vitara 1.5 ,8.500, 1997 | 200000 km,Imbabura
 Chevrolet Vitara Vitara ,18.000, 2013 | 100000 km,Pichincha ( Quito )
 Chevrolet Vitara Tres Puertas 4x4 ,10.500, 2008 | 205000 km,Pichincha ( Quito )
 Renault Twingo Precio Negociable ,5.500, 2004 | 193000 km,Guayas
 Renault Twingo Twingo2002 ,3.200, 2002 | 100000 km,Azuay
 Renault Twingo 2002 ,4.000, 2002 | 180000 km,Pichincha ( Quito )
 Renault Twingo Full ,5.000, 2002 | 212911 km,Guayas
 Chevrolet Trooper Americana 1992 ,8.900, 1992 | 166000 km,Azuay
 Chevrolet Trooper Trooper ,5.500, 1995 | 220000 km,Pichincha ( Quito )
 Chevrolet Trooper 4x4 ,10.800, 2001 | 305000 km,Los Ríos
 Chevrolet Trooper Jeep 4x4 ,3.000, 1982 | 1 km,Pichincha ( Quito )
 Chevrolet Trooper Tipo Jeep ,5.800, 1992 | 100000 km,Pichincha ( Quito )
 Chevrolet Trooper 3 Puertas 4x4 ,6.700, 1990 | 300000 km,Pichincha ( Quito )
 Chevrolet Trooper Chevrolet Trooper 90 ,3.600, 1990 | 11111 km,Guayas
 Chevrolet Trooper Trooper 5p St ,12.500, 1999 | 426795 km,Pichincha ( Quito )
" Chevrolet Trooper 4x4, Un Solo Dueño ",7.000, 1993 | 560600 km,Pichincha ( Quito )
 Chevrolet Trooper Chevrolet Trooper ,5.500, 1984 | 487998 km,Azuay
 Chevrolet Trooper Trooper ,3.800, 1982 | 200000 km,Guayas
 Chevrolet Trooper Trooper Wagon V6 ,8.000, 1997 | 412000 km,Pichincha ( Quito )
 Chevrolet Trooper Wagon ,5.400, 1996 | 243000 km,Guayas
 Chevrolet Trooper 4x4 ,1.400, 1983 | 100000 km,Sucumbíos
 Chevrolet Trooper 88 ,5.800, 1988 | 233416 km,Pichincha ( Quito )
 Chevrolet Trooper Wagon ,12.300, 2002 | 243559 km,Manabí
 Chevrolet Trooper Trooper ,8.200, 1996 | 260000 km,Pichincha ( Quito )
 Chevrolet Trooper Trooperwagon Japonés ,12.900, 2001 | 2 km,Imbabura
 Chevrolet Trooper 3 P ,5.500, 1982 | 100000 km,Guayas
 Chevrolet Trooper Lt ,9.500, 1996 | 360000 km,Pichincha ( Quito )
 Chevrolet Trooper 0 ,5.500, 1995 | 0 km,Pichincha ( Quito )
 Fiat Uno Repuestos ,100, 1995 | 11 km,Pichincha ( Quito )
 Fiat Uno Uno ,3.850, 1992 | 248000 km,Pichincha ( Quito )
 Fiat Uno Fiat Uno ,2.500, 1996 | 1000 km,Pichincha ( Quito )
 Fiat Uno Uno Fire ,2.900, 1991 | 350000 km,Pichincha ( Quito )
 Fiat Uno Hatchback ,3.600, 1996 | 141235 km,Guayas
 Fiat Uno Way ,13.000, 2014 | 123428 km,Guayas
 Fiat Uno Fiat Uno Fire ,6.500, 2006 | 94692 km,Guayas
 Fiat Uno Fiat Uno ,3.000, 1991 | 360000 km,Pichincha ( Quito )
 Fiat Uno Coupe ,3.400, 1990 | 267073 km,Pichincha ( Quito )
 Fiat Uno Uno Cs 1300c ,3.700, 1996 | 11111 km,Pichincha ( Quito )
 Fiat Uno 1.0 ,2.200, 1990 | 10000 km,Guayas
 Fiat Uno Molly ,5.000, 1994 | 1000 km,Azuay
 Fiat Uno Uno S ,3.200, 1992 | 378238 km,Manabí
 Fiat Uno Way ,10.350, 2013 | 106000 km,Pichincha ( Quito )
 Fiat Uno Sedan ,1.800, 1982 | 350000 km,Pichincha ( Quito )
 Volkswagen Touareg Vr6 3600 Aleman ,33.000, 2008 | 111000 km,Pichincha ( Quito )
 Chevrolet Trailblazer Ltz ,9.500, 2004 | 160000 km,Santo Domingo De Los Tsáchilas
 Chevrolet Trailblazer 4x2 Full ,14.890, 2007 | 120000 km,Pichincha ( Quito )
 Chevrolet Trailblazer 2005 ,12.500, 2005 | 227500 km,Pichincha ( Quito )
 Chevrolet Trailblazer Ltz 4x4 V6 ,8.000, 2004 | 234000 km,Guayas
 Chevrolet Trailblazer Trailblazer 4x4 T/a (jeep) ,13.000, 2006 | 127000 km,Pichincha ( Quito )
 Chevrolet Trailblazer Extended V8 ,10.900, 2005 | 240000 km,Chimborazo
 Chevrolet Trailblazer Extended ,13.500, 2007 | 0 km,Pichincha ( Quito )
 Chevrolet Trailblazer ,8.499, 2004 | 249000 km,El Oro
 Chevrolet Trailblazer Trailblazer ,7.900, 2003 | 340000 km,Pichincha ( Quito )
 Chevrolet Trailblazer 2004 ,8.500, 2004 | 200000 km,Pichincha ( Quito )
 Volkswagen Tiguan Tiguan Trend Fun ,27.000, 2014 | 123000 km,Tungurahua
 Wolkswagen Tiguan Tiguan ,19.800, 2009 | 108 km,Pichincha ( Quito )
 Daewoo Tico Sl ,2.500, 1998 | 65000 km,Guayas
 Nissan Tiida Entry 1.6 Full ,12.700, 2013 | 135000 km,Cotopaxi
 Nissan Tiida Sedan ,12.000, 2014 | 140000 km,Guayas
 Nissan Tiida Tiida Entry Tm ,12.500, 2013 | 105000 km,Guayas
 Nissan Tiida 2009 Japonés Hatchba ,10.800, 2009 | 180000 km,Pichincha ( Quito )
 Nissan Tiida Hatchback ,10.300, 2008 | 150000 km,Pichincha ( Quito )
 Nissan Tiida Full Equipo ,9.500, 2007 | 93000 km,Pichincha ( Quito )
 Nissan Tiida Nissan Tiida Active ,13.900, 2014 | 28900 km,Pichincha ( Quito )
 Nissan Tiida Full Equipo ,13.000, 2015 | 82000 km,Pichincha ( Quito )
 Nissan Tiida Full Equipo ,11.200, 2011 | 123854 km,Guayas
